source,target,weight
chr14-3750000,chr3-36000000,0.07142857142857142
chrX-54750000,chr3-36000000,0.5
chrX-30250000,chr3-36250000,0.5
chr7-20250000,chr3-36500000,0.5
chrY-75250000,chr3-36500000,1.0
chrY-89000000,chr3-36500000,0.5
chr7-20500000,chr3-36750000,0.25
chrX-32750000,chr3-36750000,0.058823529411764705
chrX-148500000,chr3-36750000,0.08333333333333333
chrY-41750000,chr3-36750000,0.25
chrY-42000000,chr3-36750000,0.0625
chrY-53750000,chr3-36750000,1.0
chrY-81500000,chr3-36750000,0.5
chr7-22250000,chr3-37000000,0.5
chr12-22250000,chr3-37000000,0.0625
chr14-6500000,chr3-37000000,0.05263157894736842
chrY-68000000,chr3-37000000,0.5
chrX-35000000,chr3-37250000,0.25
chrX-123250000,chr3-37250000,0.058823529411764705
chrX-148500000,chr3-37250000,0.08333333333333333
chrY-44500000,chr3-37250000,0.1
chr12-22250000,chr3-37500000,0.0625
chrY-38500000,chr3-37500000,1.0
chrY-41500000,chr3-37500000,0.125
chrY-81750000,chr3-37750000,1.0
chr7-20250000,chr3-38000000,0.5
chrY-250000,chr3-38000000,0.07142857142857142
chrY-23000000,chr3-38000000,1.0
chrY-38000000,chr3-38000000,0.25
chrY-83000000,chr3-38000000,0.25
chrY-87000000,chr3-38000000,0.16666666666666666
chr7-20250000,chr3-38250000,0.5
chr14-42750000,chr3-38250000,0.1
chrX-123250000,chr3-38250000,0.058823529411764705
chrY-90000000,chr3-38250000,0.125
chrY-57750000,chr3-38500000,0.5
chrY-87250000,chr3-38500000,0.08333333333333333
chrY-87500000,chr3-38500000,0.16666666666666666
chrY-39000000,chr3-38750000,0.1
chrY-67750000,chr3-38750000,1.0
chrY-75500000,chr3-39000000,0.25
chrY-89500000,chr3-39000000,0.08333333333333333
chrX-32750000,chr3-39250000,0.058823529411764705
chrY-250000,chr3-39250000,0.07142857142857142
chrY-41750000,chr3-39500000,0.25
chrY-28750000,chr3-39750000,0.5
chrX-123250000,chr3-40000000,0.11764705882352941
chrX-28000000,chr3-40250000,0.5
chrX-148500000,chr3-40250000,0.08333333333333333
chrY-43000000,chr3-40250000,0.5
chrX-149500000,chr3-40500000,0.05555555555555555
chr7-7750000,chr3-40750000,0.0625
chrY-44500000,chr3-41000000,0.1
chrY-73000000,chr3-41000000,0.5
chr7-7750000,chr3-41250000,0.0625
chrY-81000000,chr3-41250000,0.3333333333333333
chr14-4500000,chr3-41500000,0.05555555555555555
chrY-39250000,chr3-41500000,0.16666666666666666
chrY-72750000,chr3-41500000,1.0
chrY-83250000,chr3-41500000,1.0
chr14-3750000,chr3-41750000,0.07142857142857142
chr14-5000000,chr3-41750000,0.05
chrX-3500000,chr3-41750000,0.25
chrY-39750000,chr3-41750000,0.25
chrY-20250000,chr3-42000000,0.08333333333333333
chrY-44500000,chr3-42000000,0.1
chr4-42500000,chr3-42250000,0.05
chrX-3500000,chr3-42250000,0.25
chrY-21000000,chr3-42250000,0.5
chrY-42250000,chr3-42250000,0.07142857142857142
chrY-79000000,chr3-42250000,1.0
chrY-43250000,chr3-42500000,0.05555555555555555
chrX-27750000,chr3-42750000,0.5
chrY-46000000,chr3-42750000,1.0
chrY-76250000,chr3-42750000,0.5
chrX-148500000,chr3-43000000,0.08333333333333333
chrY-38750000,chr3-43000000,0.25
chrY-40750000,chr3-43000000,0.125
chr7-22500000,chr3-43250000,0.5
chrY-84500000,chr3-43500000,0.5
chrX-54750000,chr3-44000000,0.5
chrY-20250000,chr3-44000000,0.08333333333333333
chrY-41250000,chr3-44000000,0.06666666666666667
chrY-44500000,chr3-44000000,0.1
chrY-89250000,chr3-44000000,0.125
chrY-53250000,chr3-44250000,1.0
chr14-5500000,chr3-44750000,0.5
chrX-123250000,chr3-44750000,0.058823529411764705
chrY-40750000,chr3-44750000,0.125
chrY-42250000,chr3-44750000,0.07142857142857142
chrY-89500000,chr3-44750000,0.08333333333333333
chrX-55000000,chr3-45250000,0.25
chrY-29000000,chr3-45250000,0.25
chr7-8750000,chr3-45500000,0.05555555555555555
chrY-20750000,chr3-45500000,0.5
chrY-25250000,chr3-45500000,1.0
chr4-122250000,chr3-45750000,0.1
chrX-33500000,chr3-46000000,0.07692307692307693
chrY-40000000,chr3-46000000,0.0625
chrY-7500000,chr3-46250000,1.0
chr12-22250000,chr3-46500000,0.0625
chr14-3750000,chr3-46500000,0.07142857142857142
chrY-58750000,chr3-46500000,1.0
chr4-61000000,chr3-46750000,0.05
chr7-7750000,chr3-46750000,0.0625
chrY-21250000,chr3-47000000,0.5
chrY-39000000,chr3-47000000,0.1
chrY-58750000,chr3-47000000,1.0
chrY-86750000,chr3-47000000,0.1
chrY-18000000,chr3-47250000,1.0
chrY-21000000,chr3-47250000,0.5
chrY-82500000,chr3-47250000,0.5
chrY-38500000,chr3-47500000,1.0
chrX-31250000,chr3-48250000,0.05
chrY-29000000,chr3-48250000,0.25
chrY-86250000,chr3-48250000,0.5
chrY-11750000,chr3-48500000,0.07142857142857142
chrY-19750000,chr3-48500000,1.0
chrY-40000000,chr3-48500000,0.0625
chr4-42500000,chr3-48750000,0.05
chrY-38250000,chr3-48750000,0.5
chrY-81750000,chr3-48750000,1.0
chr12-22250000,chr3-49000000,0.0625
chrY-90000000,chr3-49250000,0.125
chr14-3250000,chr3-49500000,0.3333333333333333
chrX-123250000,chr3-49500000,0.058823529411764705
chrY-22000000,chr3-49500000,1.0
chr14-5250000,chr3-49750000,0.5
chr14-3750000,chr3-50000000,0.07142857142857142
chrY-20250000,chr3-50000000,0.08333333333333333
chrY-35750000,chr3-50000000,0.5
chrY-89750000,chr3-50000000,0.25
chr12-22250000,chr3-50250000,0.0625
chr14-5000000,chr3-50250000,0.05
chrX-28750000,chr3-50250000,0.5
chrY-20750000,chr3-50250000,0.5
chrY-29250000,chr3-50250000,0.25
chrY-35500000,chr3-50250000,1.0
chr14-3750000,chr3-50500000,0.07142857142857142
chrY-44000000,chr3-50500000,0.08333333333333333
chrY-76000000,chr3-50500000,0.5
chrY-89500000,chr3-50500000,0.08333333333333333
chrY-44000000,chr3-50750000,0.08333333333333333
chrY-83250000,chr3-50750000,1.0
chrY-88500000,chr3-50750000,0.25
chrY-86750000,chr3-51000000,0.1
chrY-250000,chr3-51500000,0.07142857142857142
chrY-39000000,chr3-51500000,0.1
chr7-7750000,chr3-51750000,0.0625
chr14-5000000,chr3-51750000,0.05
chrY-42250000,chr3-51750000,0.07142857142857142
chrY-44000000,chr3-51750000,0.08333333333333333
chrY-88000000,chr3-51750000,0.125
chr7-7750000,chr3-52000000,0.0625
chr12-22250000,chr3-52000000,0.0625
chrX-123250000,chr3-52000000,0.058823529411764705
chrY-15000000,chr3-52000000,1.0
chrY-22500000,chr3-52250000,0.125
chr3-52250000,chr3-52500000,0.05048582193139005
chr14-3750000,chr3-52500000,0.07142857142857142
chrY-37250000,chr3-52500000,0.3333333333333333
chrY-38750000,chr3-52500000,0.25
chr4-122250000,chr3-52750000,0.1
chrX-148500000,chr3-52750000,0.08333333333333333
chrY-86500000,chr3-52750000,0.25
chr7-20500000,chr3-53000000,0.5
chr14-5000000,chr3-53000000,0.05
chrY-21000000,chr3-53000000,0.5
chrY-28500000,chr3-53000000,0.5
chr4-61000000,chr3-53250000,0.05
chr7-7750000,chr3-53250000,0.0625
chrX-33500000,chr3-53250000,0.07692307692307693
chrY-55250000,chr3-53250000,1.0
chr4-42500000,chr3-53500000,0.05
chrY-75000000,chr3-53500000,0.5
chrY-90000000,chr3-53500000,0.125
chrY-43250000,chr3-53750000,0.05555555555555555
chrY-74250000,chr3-53750000,1.0
chr14-3750000,chr3-54000000,0.07142857142857142
chrX-123250000,chr3-54000000,0.058823529411764705
chrY-14000000,chr3-54000000,1.0
chr7-8750000,chr3-54250000,0.05555555555555555
chrY-250000,chr3-54250000,0.07142857142857142
chrY-38250000,chr3-54250000,0.5
chr7-20500000,chr3-54500000,0.25
chrX-123250000,chr3-54500000,0.058823529411764705
chr4-61000000,chr3-54750000,0.05
chr7-7750000,chr3-54750000,0.0625
chr7-22500000,chr3-54750000,0.5
chr12-22250000,chr3-54750000,0.0625
chrY-29250000,chr3-54750000,0.25
chrY-78250000,chr3-54750000,1.0
chr12-22250000,chr3-55000000,0.0625
chrX-29750000,chr3-55000000,0.25
chrY-70750000,chr3-55250000,1.0
chr14-3750000,chr3-55500000,0.07142857142857142
chrY-75750000,chr3-55500000,1.0
chr7-9250000,chr3-55750000,0.05128205128205128
chrY-42000000,chr3-55750000,0.0625
chrY-44500000,chr3-55750000,0.1
chrY-54750000,chr3-55750000,1.0
chrY-87500000,chr3-55750000,0.16666666666666666
chrY-83000000,chr3-56000000,0.25
chrY-86750000,chr3-56000000,0.1
chrX-30000000,chr3-56250000,0.5
chrY-89250000,chr3-56250000,0.125
chrX-28000000,chr3-56500000,0.5
chrX-31250000,chr3-56500000,0.05
chrY-40000000,chr3-56500000,0.0625
chrY-34250000,chr3-57000000,1.0
chrY-88750000,chr3-57000000,0.5
chrX-31250000,chr3-57250000,0.05
chrY-38250000,chr3-57250000,0.5
chrY-40750000,chr3-57250000,0.125
chrX-149000000,chr3-57500000,0.25
chrY-77500000,chr3-57500000,0.5
chrY-86250000,chr3-57500000,0.5
chrY-0,chr3-57750000,0.3333333333333333
chrY-16000000,chr3-57750000,1.0
chrY-39500000,chr3-57750000,0.125
chr4-61000000,chr3-58000000,0.05
chrY-41500000,chr3-58000000,0.125
chrY-88250000,chr3-58000000,0.16666666666666666
chrX-148500000,chr3-58250000,0.08333333333333333
chrX-28750000,chr3-58500000,0.5
chrX-54500000,chr3-58500000,0.5
chrX-123250000,chr3-58500000,0.058823529411764705
chrY-23500000,chr3-58500000,0.5
chrY-41500000,chr3-58500000,0.125
chrY-41750000,chr3-58500000,0.25
chrY-85000000,chr3-58500000,0.5
chr7-20500000,chr3-58750000,0.25
chr14-3750000,chr3-58750000,0.07142857142857142
chrX-31250000,chr3-58750000,0.05
chr7-7750000,chr3-59000000,0.0625
chr7-22000000,chr3-59000000,1.0
chrX-55000000,chr3-59000000,0.25
chrX-148500000,chr3-59000000,0.08333333333333333
chrY-20250000,chr3-59000000,0.08333333333333333
chrY-38500000,chr3-59000000,1.0
chr14-5500000,chr3-59250000,0.5
chrY-39000000,chr3-59250000,0.1
chrY-43250000,chr3-59250000,0.05555555555555555
chrY-71250000,chr3-59250000,0.5
chrY-84250000,chr3-59250000,0.25
chrX-4000000,chr3-59500000,0.06060606060606061
chr7-22250000,chr3-59750000,0.5
chrY-42250000,chr3-59750000,0.07142857142857142
chrY-24750000,chr3-60000000,0.5
chrY-75750000,chr3-60000000,1.0
chrX-25000000,chr3-60250000,1.0
chrX-27250000,chr3-60250000,0.5
chrX-148500000,chr3-60250000,0.08333333333333333
chrY-21000000,chr3-60250000,0.5
chrY-29250000,chr3-60250000,0.25
chrY-70000000,chr3-60250000,1.0
chrY-84500000,chr3-60250000,0.5
chrX-148500000,chr3-60500000,0.08333333333333333
chrY-29000000,chr3-60500000,0.25
chrY-29250000,chr3-60500000,0.25
chrY-39000000,chr3-60500000,0.1
chrY-41500000,chr3-60500000,0.125
chrX-30000000,chr3-60750000,0.5
chrY-68000000,chr3-60750000,0.5
chr8-20500000,chr3-61000000,0.0625
chr14-4500000,chr3-61000000,0.05555555555555555
chrY-29750000,chr3-61000000,0.5
chrY-38250000,chr3-61000000,0.5
chrY-41500000,chr3-61250000,0.125
chrY-83500000,chr3-61500000,1.0
chrY-87000000,chr3-61500000,0.16666666666666666
chrY-87500000,chr3-61500000,0.16666666666666666
chrY-55250000,chr3-61750000,1.0
chrY-89750000,chr3-61750000,0.25
chr14-5000000,chr3-62000000,0.05
chrX-54500000,chr3-62000000,0.5
chrY-21000000,chr3-62000000,0.5
chr7-7750000,chr3-62250000,0.0625
chrY-90250000,chr3-62250000,0.5
chr12-22250000,chr3-62500000,0.0625
chrX-35000000,chr3-62500000,0.25
chrY-34500000,chr3-62500000,0.5
chrY-39000000,chr3-62500000,0.1
chrY-89250000,chr3-62500000,0.125
chrY-31750000,chr3-62750000,0.5
chrY-68000000,chr3-62750000,0.5
chrY-20000000,chr3-63000000,0.25
chrY-83250000,chr3-63000000,1.0
chr4-122250000,chr3-63500000,0.1
chr14-5000000,chr3-63500000,0.05
chr14-3250000,chr3-63750000,0.3333333333333333
chr14-42750000,chr3-63750000,0.1
chrY-29250000,chr3-63750000,0.25
chr12-22250000,chr3-64000000,0.0625
chr14-7000000,chr3-64000000,0.05555555555555555
chrX-27750000,chr3-64000000,0.5
chrY-87000000,chr3-64000000,0.16666666666666666
chr4-122250000,chr3-64250000,0.1
chr7-7750000,chr3-64250000,0.0625
chrY-44000000,chr3-64250000,0.08333333333333333
chrY-84250000,chr3-64250000,0.25
chrY-38000000,chr3-64500000,0.25
chrX-148500000,chr3-64750000,0.08333333333333333
chrY-73250000,chr3-64750000,1.0
chrY-84750000,chr3-64750000,0.5
chr14-3500000,chr3-65000000,0.2
chrX-35000000,chr3-65000000,0.25
chrY-90250000,chr3-65000000,0.5
chrY-29250000,chr3-65250000,0.25
chrY-38750000,chr3-65250000,0.25
chrY-42250000,chr3-65250000,0.07142857142857142
chrY-78000000,chr3-65250000,1.0
chrY-88250000,chr3-65250000,0.16666666666666666
chr14-3750000,chr3-65500000,0.07142857142857142
chrY-18000000,chr3-65500000,1.0
chrY-23500000,chr3-65500000,0.5
chrY-87500000,chr3-65500000,0.16666666666666666
chrY-44500000,chr3-65750000,0.1
chrY-42000000,chr3-66250000,0.0625
chr12-22250000,chr3-66500000,0.0625
chrX-3500000,chr3-66500000,0.25
chrY-0,chr3-66500000,0.3333333333333333
chrY-38500000,chr3-66500000,1.0
chrY-40500000,chr3-66500000,0.5
chrY-82250000,chr3-66500000,0.5
chrY-87250000,chr3-66500000,0.08333333333333333
chrY-88500000,chr3-66500000,0.25
chr14-3250000,chr3-66750000,0.3333333333333333
chr14-4500000,chr3-66750000,0.05555555555555555
chr14-42750000,chr3-66750000,0.1
chrX-31250000,chr3-66750000,0.05
chr14-5250000,chr3-67000000,0.5
chrY-22250000,chr3-67000000,1.0
chrY-44750000,chr3-67000000,1.0
chr3-113250000,chr3-67250000,0.25
chr14-3250000,chr3-67250000,0.3333333333333333
chrY-75750000,chr3-67250000,1.0
chrY-86500000,chr3-67250000,0.25
chrY-41750000,chr3-67500000,0.5
chr14-4750000,chr3-67750000,0.08333333333333333
chrX-27250000,chr3-67750000,0.5
chrY-20250000,chr3-67750000,0.08333333333333333
chrY-29250000,chr3-67750000,0.25
chrY-39000000,chr3-67750000,0.1
chrY-43250000,chr3-67750000,0.05555555555555555
chrY-39250000,chr3-68000000,0.16666666666666666
chrY-44500000,chr3-68000000,0.1
chrY-71500000,chr3-68000000,1.0
chr7-22250000,chr3-68250000,0.5
chr14-7000000,chr3-68250000,0.05555555555555555
chrY-21000000,chr3-68250000,0.5
chr4-122250000,chr3-68500000,0.1
chrY-29750000,chr3-68500000,0.5
chrY-36000000,chr3-68500000,0.5
chrY-82750000,chr3-68500000,1.0
chr7-8750000,chr3-68750000,0.05555555555555555
chr14-42750000,chr3-68750000,0.1
chrY-13250000,chr3-68750000,0.5
chrY-72000000,chr3-68750000,1.0
chrY-39250000,chr3-69000000,0.16666666666666666
chrY-88250000,chr3-69000000,0.16666666666666666
chrX-30000000,chr3-69250000,0.5
chrY-35000000,chr3-69250000,0.5
chrY-40000000,chr3-69250000,0.0625
chrY-89250000,chr3-69250000,0.125
chrY-19750000,chr3-69500000,1.0
chrY-42250000,chr3-69500000,0.07142857142857142
chr7-22250000,chr3-69750000,0.5
chrX-28250000,chr3-69750000,0.5
chrX-30750000,chr3-70250000,0.5
chrY-8000000,chr3-70250000,0.25
chrY-79000000,chr3-70250000,1.0
chrY-84250000,chr3-70250000,0.25
chrY-86750000,chr3-70250000,0.1
chrY-38500000,chr3-70500000,1.0
chrX-31250000,chr3-70750000,0.05
chrY-29750000,chr3-70750000,0.5
chrY-39250000,chr3-70750000,0.16666666666666666
chrY-39750000,chr3-70750000,0.25
chrY-40250000,chr3-70750000,0.25
chrY-43250000,chr3-70750000,0.05555555555555555
chrY-78500000,chr3-70750000,1.0
chrY-23250000,chr3-71000000,1.0
chr7-7750000,chr3-71250000,0.0625
chr12-22250000,chr3-71250000,0.0625
chrY-89250000,chr3-71500000,0.125
chr4-61000000,chr3-71750000,0.05
chr7-20500000,chr3-72000000,0.25
chrY-29000000,chr3-72000000,0.25
chrY-40000000,chr3-72000000,0.0625
chrY-41500000,chr3-72250000,0.125
chrX-28000000,chr3-72500000,0.5
chrX-123250000,chr3-72500000,0.058823529411764705
chrY-43250000,chr3-72500000,0.05555555555555555
chrY-90000000,chr3-72500000,0.125
chrX-28500000,chr3-73000000,0.5
chrY-81500000,chr3-73000000,0.5
chrX-123250000,chr3-73250000,0.058823529411764705
chrY-13250000,chr3-73250000,0.5
chrY-56250000,chr3-73250000,0.25
chrX-148000000,chr3-73750000,0.16666666666666666
chrY-22500000,chr3-73750000,0.125
chr14-42750000,chr3-74000000,0.1
chrY-42000000,chr3-74000000,0.0625
chrY-82750000,chr3-74000000,1.0
chrY-0,chr3-74500000,0.3333333333333333
chrY-37500000,chr3-74750000,0.5
chrY-70750000,chr3-74750000,1.0
chr14-5250000,chr3-75000000,0.5
chrX-148500000,chr3-75000000,0.08333333333333333
chrY-84750000,chr3-75000000,0.5
chrY-89250000,chr3-75000000,0.125
chrX-54750000,chr3-75250000,0.5
chrY-46500000,chr3-75250000,1.0
chrX-123250000,chr3-75750000,0.058823529411764705
chrY-42500000,chr3-75750000,0.25
chr7-7750000,chr3-76000000,0.0625
chr7-22000000,chr3-76000000,1.0
chr14-5000000,chr3-76000000,0.05
chrX-3500000,chr3-76000000,0.25
chrY-32000000,chr3-76000000,1.0
chrY-40500000,chr3-76000000,0.5
chrX-123250000,chr3-76250000,0.058823529411764705
chrY-38000000,chr3-76250000,0.25
chrY-60000000,chr3-76250000,1.0
chr7-7750000,chr3-76500000,0.0625
chrY-29250000,chr3-76500000,0.25
chr14-5000000,chr3-76750000,0.05
chrX-29750000,chr3-76750000,0.25
chr14-3750000,chr3-77250000,0.07142857142857142
chrY-80750000,chr3-77250000,1.0
chr7-8750000,chr3-77500000,0.05555555555555555
chrX-28500000,chr3-77500000,0.5
chrY-39750000,chr3-77500000,0.25
chrY-42250000,chr3-77500000,0.07142857142857142
chrY-88250000,chr3-77500000,0.16666666666666666
chr12-22250000,chr3-77750000,0.0625
chrY-89500000,chr3-77750000,0.08333333333333333
chr12-22250000,chr3-78000000,0.0625
chrX-35000000,chr3-78000000,0.25
chrY-34000000,chr3-78000000,1.0
chr7-22500000,chr3-78250000,0.5
chrY-73000000,chr3-78250000,0.5
chr14-5500000,chr3-78500000,0.5
chrY-42500000,chr3-78500000,0.25
chrY-44750000,chr3-78500000,1.0
chrY-43000000,chr3-79000000,0.5
chrX-148000000,chr3-79250000,0.16666666666666666
chrY-13250000,chr3-79250000,0.5
chrY-21500000,chr3-79250000,1.0
chrY-31750000,chr3-79250000,0.5
chrY-43250000,chr3-79250000,0.05555555555555555
chrY-81000000,chr3-79250000,0.3333333333333333
chrY-84500000,chr3-79250000,0.5
chr4-122250000,chr3-79500000,0.2
chrY-75750000,chr3-79500000,1.0
chr4-42500000,chr3-79750000,0.05
chrY-44500000,chr3-79750000,0.2
chrY-87250000,chr3-79750000,0.08333333333333333
chr7-8750000,chr3-80000000,0.05555555555555555
chrX-30000000,chr3-80000000,0.5
chrY-89000000,chr3-80250000,0.5
chr7-8750000,chr3-80500000,0.05555555555555555
chr7-22250000,chr3-80500000,1.0
chrX-27000000,chr3-80500000,1.0
chrY-43750000,chr3-80750000,0.16666666666666666
chrY-40500000,chr3-81000000,0.5
chrY-43500000,chr3-81000000,0.05555555555555555
chrY-86000000,chr3-81000000,0.5
chrY-0,chr3-81250000,0.3333333333333333
chrY-89000000,chr3-81250000,0.5
chr12-22250000,chr3-81500000,0.0625
chrY-40750000,chr3-81750000,0.125
chrY-68000000,chr3-81750000,0.5
chrY-83000000,chr3-81750000,0.25
chrY-84750000,chr3-81750000,0.5
chrY-19750000,chr3-82000000,1.0
chrY-39000000,chr3-82250000,0.1
chr4-61000000,chr3-82500000,0.05
chr14-3750000,chr3-82500000,0.07142857142857142
chrY-24500000,chr3-82500000,1.0
chrY-38000000,chr3-82500000,0.25
chrY-44500000,chr3-82500000,0.1
chrY-74500000,chr3-82500000,1.0
chrX-148500000,chr3-82750000,0.08333333333333333
chrY-29000000,chr3-82750000,0.25
chrY-34500000,chr3-82750000,0.5
chrY-54750000,chr3-82750000,1.0
chrY-89250000,chr3-82750000,0.125
chr14-5250000,chr3-83000000,0.5
chrY-8000000,chr3-83000000,0.25
chr12-22250000,chr3-83250000,0.125
chrY-76000000,chr3-83250000,0.5
chrY-80750000,chr3-83250000,1.0
chr7-7750000,chr3-83750000,0.0625
chr14-42750000,chr3-83750000,0.1
chrY-39000000,chr3-83750000,0.1
chrY-40500000,chr3-83750000,0.5
chrY-86000000,chr3-83750000,0.5
chrY-89000000,chr3-83750000,0.5
chrY-89250000,chr3-84000000,0.25
chr3-113250000,chr3-84250000,0.25
chrY-90000000,chr3-84250000,0.125
chrX-31250000,chr3-84500000,0.05
chrY-20250000,chr3-84500000,0.08333333333333333
chr14-5250000,chr3-84750000,0.5
chrY-43000000,chr3-84750000,0.5
chrY-87750000,chr3-84750000,0.25
chr14-42750000,chr3-85000000,0.1
chrX-148000000,chr3-85000000,0.16666666666666666
chrY-42250000,chr3-85000000,0.07142857142857142
chr14-42750000,chr3-85250000,0.1
chrY-44500000,chr3-85250000,0.1
chrY-74500000,chr3-85250000,1.0
chrY-0,chr3-85500000,0.3333333333333333
chrY-33500000,chr3-85500000,1.0
chrY-39000000,chr3-85500000,0.1
chrY-39750000,chr3-85500000,0.25
chrX-29000000,chr3-85750000,1.0
chrY-17000000,chr3-85750000,1.0
chr4-122250000,chr3-86000000,0.1
chrX-29750000,chr3-86000000,0.25
chrY-29250000,chr3-86000000,0.25
chrY-89250000,chr3-86000000,0.125
chrY-29000000,chr3-86250000,0.25
chrY-68000000,chr3-86250000,0.5
chrY-79250000,chr3-86250000,1.0
chrY-87250000,chr3-86500000,0.08333333333333333
chrY-10750000,chr3-86750000,1.0
chrY-42250000,chr3-86750000,0.07142857142857142
chrY-58500000,chr3-86750000,1.0
chrY-82500000,chr3-86750000,0.5
chrX-123250000,chr3-87000000,0.058823529411764705
chrY-8000000,chr3-87000000,0.25
chrY-42000000,chr3-87000000,0.0625
chrY-83250000,chr3-87000000,1.0
chr7-8750000,chr3-87250000,0.05555555555555555
chrX-148500000,chr3-87250000,0.08333333333333333
chrY-21750000,chr3-87250000,1.0
chr14-6500000,chr3-87500000,0.05263157894736842
chr14-42750000,chr3-87500000,0.1
chrX-123250000,chr3-87500000,0.058823529411764705
chrY-20250000,chr3-87500000,0.08333333333333333
chrY-83250000,chr3-87500000,1.0
chr3-113250000,chr3-87750000,0.25
chr7-22500000,chr3-87750000,0.5
chr14-5000000,chr3-87750000,0.05
chrY-43000000,chr3-87750000,0.5
chrY-74500000,chr3-87750000,1.0
chrY-31000000,chr3-88000000,1.0
chr3-88500000,chr3-88250000,0.05634053933585915
chr14-3750000,chr3-88250000,0.07142857142857142
chr3-88250000,chr3-88500000,0.05660546350201522
chr14-3250000,chr3-88500000,0.3333333333333333
chrY-41750000,chr3-88500000,0.25
chr14-42750000,chr3-88750000,0.1
chrY-38750000,chr3-88750000,0.25
chrY-89750000,chr3-88750000,0.25
chr3-88750000,chr3-89000000,0.052948113207547165
chr4-61000000,chr3-89000000,0.05
